"Path ID","Unique ID","Rule ID","Left","Right"
"0","TRS_0_1_42_0","RR-02-c2567e9cf3f95e10-16-F","1.CMPD_0000000003:1.CMPD_0000000005","1.CMPD_0000000002"
"0","TRS_0_0_8_0","RR-02-d8501eae0aab16ea-16-F","1.CMPD_0000000002:1.CMPD_0000000004","1.TARGET_0000000001"
"0","TRS_1_0_5_0","RR-02-a1dfecf929c96333-16-F","1.EColi_1636","1.CMPD_0000000004"
